RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,Password,Email,Role
42,15738148,Clarke,465,France,1,51,8,122522.32,1,0,0,4,1,6,1234,a3a5_15738148@gmail.com,ROLE_USER
43,15687946,Osborne,556,France,1,61,2,117419.35,1,1,1,2,0,7,1234,8a23_15687946@gmail.com,ROLE_USER
44,15755196,Lavine,834,France,1,49,2,131394.56,1,0,0,4,1,6,1234,ade1_15755196@gmail.com,ROLE_USER
45,15684171,Bianchi,660,Spain,1,61,5,155931.11,1,1,1,4,0,7,1234,8092_15684171@gmail.com,ROLE_USER
46,15754849,Tyler,776,Germany,1,32,4,109421.13,2,1,1,3,0,5,1234,9bf6_15754849@gmail.com,ROLE_USER
47,15602280,Martin,829,Germany,1,27,9,112045.67,1,1,1,3,1,5,1234,8d21_15602280@gmail.com,ROLE_USER
48,15771573,Okagbue,637,Germany,1,39,9,137843.8,1,1,1,3,1,6,1234,98f4_15771573@gmail.com,ROLE_USER
49,15766205,Yin,550,Germany,0,38,2,103391.38,1,0,1,2,0,6,1234,8c93_15766205@gmail.com,ROLE_USER
50,15771873,Buccho,776,Germany,1,37,2,103769.22,2,1,0,4,0,6,1234,8f0a_15771873@gmail.com,ROLE_USER
51,15616550,Chidiebele,698,Germany,0,44,10,116363.37,2,1,0,4,0,6,1234,93a3_15616550@gmail.com,ROLE_USER
52,15768193,Trevisani,585,Germany,0,36,5,146050.97,2,0,0,2,0,6,1234,84c8_15768193@gmail.com,ROLE_USER
53,15683553,O'Brien,788,France,1,33,5,0.0,2,0,0,3,0,5,1234,bc2b_15683553@gmail.com,ROLE_USER
54,15702298,Parkhill,655,Germany,0,41,8,125561.97,1,0,0,4,1,6,1234,8faf_15702298@gmail.com,ROLE_USER
55,15569590,Yoo,601,Germany,0,42,1,98495.72,1,1,0,1,1,6,1234,9514_15569590@gmail.com,ROLE_USER
56,15760861,Phillipps,619,France,0,43,1,125211.92,1,1,1,3,0,6,1234,bef3_15760861@gmail.com,ROLE_USER
57,15630053,Tsao,656,France,0,45,5,127864.4,1,1,0,2,0,6,1234,8a0e_15630053@gmail.com,ROLE_USER
58,15647091,Endrizzi,725,Germany,0,19,0,75888.2,1,0,0,1,0,4,1234,806b_15647091@gmail.com,ROLE_USER
59,15623944,T'ien,511,Spain,1,66,4,0.0,1,1,0,1,1,7,1234,945a_15623944@gmail.com,ROLE_USER
60,15804771,Velazquez,614,France,0,51,4,40685.92,1,1,1,1,0,6,1234,b9f4_15804771@gmail.com,ROLE_USER
61,15651280,Hunter,742,Germany,0,35,5,136857.0,1,0,0,2,0,5,1234,a201_15651280@gmail.com,ROLE_USER
62,15773469,Clark,687,Germany,1,27,9,152328.88,2,0,0,3,0,5,1234,90a0_15773469@gmail.com,ROLE_USER
63,15702014,Jeffrey,555,Spain,0,33,1,56084.69,2,0,0,4,0,5,1234,8a39_15702014@gmail.com,ROLE_USER
64,15751208,Pirozzi,684,Spain,0,56,8,78707.16,1,1,1,2,0,6,1234,89c5_15751208@gmail.com,ROLE_USER
65,15592461,Jackson,603,Germany,0,26,4,109166.37,1,1,1,2,0,5,1234,890c_15592461@gmail.com,ROLE_USER
66,15789484,Hammond,751,Germany,1,36,6,169831.46,2,1,1,1,0,6,1234,ad37_15789484@gmail.com,ROLE_USER
67,15696061,Brownless,581,Germany,1,34,1,101633.04,1,1,0,3,0,5,1234,b1a4_15696061@gmail.com,ROLE_USER
68,15641582,Chibugo,735,Germany,0,43,10,123180.01,2,1,1,4,0,6,1234,8072_15641582@gmail.com,ROLE_USER
69,15638424,Glauert,661,Germany,1,35,5,150725.53,2,0,1,3,0,5,1234,869c_15638424@gmail.com,ROLE_USER
70,15755648,Pisano,675,France,1,21,8,98373.26,1,1,0,1,0,4,1234,8357_15755648@gmail.com,ROLE_USER
71,15703793,Konovalova,738,Germany,0,58,2,133745.44,4,1,0,1,1,6,1234,8dbe_15703793@gmail.com,ROLE_USER
72,15620344,McKee,813,France,0,29,6,0.0,1,1,0,1,0,5,1234,8409_15620344@gmail.com,ROLE_USER
73,15812518,Palermo,657,Spain,1,37,0,163607.18,1,0,1,1,0,6,1234,978f_15812518@gmail.com,ROLE_USER
74,15779052,Ballard,604,Germany,1,25,5,157780.84,2,1,1,2,0,5,1234,8af2_15779052@gmail.com,ROLE_USER
75,15770811,Wallace,519,France,0,36,9,0.0,2,0,1,3,0,6,1234,97fa_15770811@gmail.com,ROLE_USER
76,15780961,Cavenagh,735,France,1,21,1,178718.19,2,1,0,1,0,4,1234,b810_15780961@gmail.com,ROLE_USER
77,15614049,Hu,664,France,0,55,8,0.0,2,1,1,3,0,6,1234,bcd3_15614049@gmail.com,ROLE_USER
78,15662085,Read,678,France,1,32,9,0.0,1,1,1,3,0,5,1234,97d2_15662085@gmail.com,ROLE_USER
79,15575185,Bushell,757,Spain,0,33,5,77253.22,1,0,1,4,0,5,1234,8a17_15575185@gmail.com,ROLE_USER
80,15803136,Postle,416,Germany,1,41,10,122189.66,2,1,0,2,0,6,1234,aadf_15803136@gmail.com,ROLE_USER
81,15706021,Buley,665,France,1,34,1,96645.54,2,0,0,4,0,5,1234,9057_15706021@gmail.com,ROLE_USER
82,15663706,Leonard,777,France,1,32,2,0.0,1,1,0,3,1,5,1234,88a7_15663706@gmail.com,ROLE_USER
83,15641732,Mills,543,France,1,36,3,0.0,2,0,0,1,0,6,1234,a44a_15641732@gmail.com,ROLE_USER
84,15701164,Onyeorulu,506,France,1,34,4,90307.62,1,1,1,4,0,5,1234,9903_15701164@gmail.com,ROLE_USER
85,15738751,Beit,493,France,1,46,4,0.0,2,1,0,1,0,6,1234,ab0f_15738751@gmail.com,ROLE_USER
86,15805254,Ndukaku,652,Spain,1,75,10,0.0,2,1,1,3,0,7,1234,8a7d_15805254@gmail.com,ROLE_USER
87,15762418,Gant,750,Spain,0,22,3,121681.82,1,1,0,3,1,4,1234,aefe_15762418@gmail.com,ROLE_USER
88,15625759,Rowley,729,France,0,30,9,0.0,2,1,0,4,0,5,1234,badb_15625759@gmail.com,ROLE_USER
89,15622897,Sharpe,646,France,1,46,4,0.0,3,1,0,2,1,6,1234,9b0e_15622897@gmail.com,ROLE_USER
90,15767954,Osborne,635,Germany,1,28,3,81623.67,2,1,1,4,0,5,1234,9901_15767954@gmail.com,ROLE_USER
91,15757535,Heap,647,Spain,1,44,5,0.0,3,1,1,4,1,6,1234,9c84_15757535@gmail.com,ROLE_USER
92,15731511,Ritchie,808,France,0,45,7,118626.55,2,1,0,3,0,6,1234,8226_15731511@gmail.com,ROLE_USER
93,15809248,Cole,524,France,1,36,10,0.0,2,1,0,3,0,6,1234,8f74_15809248@gmail.com,ROLE_USER
94,15640635,Capon,769,France,0,29,8,0.0,2,1,1,4,0,5,1234,b767_15640635@gmail.com,ROLE_USER
95,15676966,Capon,730,Spain,0,42,4,0.0,2,0,1,2,0,6,1234,9bce_15676966@gmail.com,ROLE_USER
96,15699461,Fiorentini,515,Spain,0,35,10,176273.95,1,0,1,3,0,5,1234,a8dd_15699461@gmail.com,ROLE_USER
97,15738721,Graham,773,Spain,0,41,9,102827.44,1,0,1,2,0,6,1234,9aa4_15738721@gmail.com,ROLE_USER
98,15693683,Yuille,814,Germany,0,29,8,97086.4,2,1,1,4,0,5,1234,a815_15693683@gmail.com,ROLE_USER
99,15604348,Allard,710,Spain,0,22,8,0.0,2,0,0,2,0,4,1234,8882_15604348@gmail.com,ROLE_USER
100,15633059,Fanucci,413,France,0,34,9,0.0,2,0,0,1,0,5,1234,8ac7_15633059@gmail.com,ROLE_USER
101,15808582,Fu,665,France,1,40,6,0.0,1,1,1,4,0,6,1234,8a63_15808582@gmail.com,ROLE_USER
102,15743192,Hung,623,France,1,44,6,0.0,2,0,0,4,0,6,1234,a772_15743192@gmail.com,ROLE_USER
103,15580146,Hung,738,France,0,31,9,82674.15,1,1,0,1,0,5,1234,9196_15580146@gmail.com,ROLE_USER
104,15776605,Bradley,528,Spain,0,36,7,0.0,2,1,0,2,0,6,1234,9cae_15776605@gmail.com,ROLE_USER
105,15804919,Dunbabin,670,Spain,1,65,1,0.0,1,1,1,4,1,7,1234,9ede_15804919@gmail.com,ROLE_USER
106,15613854,Mauldon,622,Spain,1,46,4,107073.27,2,1,1,1,1,6,1234,a82f_15613854@gmail.com,ROLE_USER
107,15599195,Stiger,582,Germany,0,32,1,88938.62,1,1,1,1,0,5,1234,832d_15599195@gmail.com,ROLE_USER
108,15812878,Parsons,785,Germany,1,36,2,99806.85,1,0,1,1,0,6,1234,a4b8_15812878@gmail.com,ROLE_USER
109,15602312,Walkom,605,Spain,0,33,5,150092.8,1,0,0,2,0,5,1234,a9e8_15602312@gmail.com,ROLE_USER
110,15744689,T'ang,479,Germany,0,35,9,92833.89,1,1,0,2,1,5,1234,807a_15744689@gmail.com,ROLE_USER
111,15803526,Eremenko,685,Germany,0,30,3,90536.81,1,0,1,2,0,5,1234,b3a6_15803526@gmail.com,ROLE_USER
112,15665790,Rowntree,538,Germany,0,39,7,108055.1,2,1,0,1,0,6,1234,8915_15665790@gmail.com,ROLE_USER
113,15715951,Thorpe,562,France,0,42,2,100238.35,1,0,0,2,0,6,1234,b3d0_15715951@gmail.com,ROLE_USER
114,15591100,Chiemela,675,Spain,0,36,9,106190.55,1,0,1,1,0,6,1234,92d9_15591100@gmail.com,ROLE_USER
115,15609618,Fanucci,721,Germany,0,28,9,154475.54,2,0,1,3,1,5,1234,ae3d_15609618@gmail.com,ROLE_USER
116,15675522,Ko,628,Germany,1,30,9,132351.29,2,1,1,2,0,5,1234,b81a_15675522@gmail.com,ROLE_USER
117,15705512,Welch,668,Germany,1,37,6,167864.4,1,1,0,3,0,6,1234,9d73_15705512@gmail.com,ROLE_USER
118,15698028,Duncan,506,France,1,41,1,0.0,2,1,0,1,0,6,1234,95b7_15698028@gmail.com,ROLE_USER
119,15661670,Chidozie,524,Germany,1,31,8,107818.63,1,1,0,4,1,5,1234,93fd_15661670@gmail.com,ROLE_USER
120,15600781,Wu,699,Germany,0,34,4,185173.81,2,1,0,3,0,5,1234,a4c2_15600781@gmail.com,ROLE_USER
121,15682472,Culbreth,828,France,0,34,8,129433.34,2,0,0,1,0,5,1234,ad55_15682472@gmail.com,ROLE_USER
122,15580203,Kennedy,674,Spain,0,39,6,120193.42,1,0,0,2,0,6,1234,ac19_15580203@gmail.com,ROLE_USER
123,15690673,Cameron,656,France,1,39,6,0.0,2,1,0,3,0,6,1234,9366_15690673@gmail.com,ROLE_USER
124,15760085,Calabresi,684,Germany,1,48,10,126384.42,1,1,1,4,0,6,1234,8fc6_15760085@gmail.com,ROLE_USER
125,15779659,Zetticci,625,France,1,28,3,0.0,1,0,0,4,0,5,1234,b932_15779659@gmail.com,ROLE_USER
126,15627360,Fuller,432,France,0,42,9,152603.45,1,1,0,3,1,6,1234,bada_15627360@gmail.com,ROLE_USER
127,15671137,MacDonald,549,France,1,52,1,0.0,1,0,1,1,1,6,1234,affb_15671137@gmail.com,ROLE_USER
128,15782688,Piccio,625,Germany,0,56,0,148507.24,1,1,0,1,1,6,1234,aaa4_15782688@gmail.com,ROLE_USER
129,15575492,Kennedy,828,France,1,41,7,0.0,2,1,0,4,0,6,1234,960b_15575492@gmail.com,ROLE_USER
130,15591607,Fernie,770,France,0,24,9,101827.07,1,1,0,4,0,4,1234,b18d_15591607@gmail.com,ROLE_USER
131,15740404,He,758,France,1,34,3,0.0,2,1,1,3,0,5,1234,a29d_15740404@gmail.com,ROLE_USER
132,15718369,Kaodilinakachukwu,795,Germany,1,33,9,130862.43,1,1,1,3,0,5,1234,8aeb_15718369@gmail.com,ROLE_USER
133,15677871,Cocci,687,France,0,38,9,122570.87,1,1,1,1,0,6,1234,9be3_15677871@gmail.com,ROLE_USER
134,15642004,Alekseeva,686,France,0,25,1,0.0,2,0,1,1,0,5,1234,8da8_15642004@gmail.com,ROLE_USER
135,15712543,Chinweike,789,Germany,0,39,7,124828.46,2,1,1,3,0,6,1234,b379_15712543@gmail.com,ROLE_USER
136,15584518,Arthur,589,Germany,1,50,5,144895.05,2,1,1,1,0,6,1234,bc5e_15584518@gmail.com,ROLE_USER
137,15802381,Li,461,Germany,1,34,5,63663.93,1,0,1,4,0,5,1234,b496_15802381@gmail.com,ROLE_USER
138,15610156,Ma,637,France,0,40,2,133463.1,1,0,1,2,0,6,1234,92ba_15610156@gmail.com,ROLE_USER
139,15594408,Chia,584,Spain,1,48,2,213146.2,1,1,0,2,1,6,1234,b4b8_15594408@gmail.com,ROLE_USER
140,15640905,Vasin,579,Spain,1,35,1,129490.36,2,0,1,1,1,5,1234,8ab9_15640905@gmail.com,ROLE_USER
141,15698932,Groves,756,Germany,0,44,10,137452.09,1,1,0,4,0,6,1234,9fca_15698932@gmail.com,ROLE_USER
142,15724944,Tien,663,France,0,34,7,0.0,2,1,1,4,0,5,1234,9fc5_15724944@gmail.com,ROLE_USER
143,15628145,Forwood,682,France,1,43,5,125851.93,1,1,1,4,0,6,1234,b592_15628145@gmail.com,ROLE_USER
144,15713483,Greeves,793,Spain,0,52,2,0.0,1,1,0,4,1,6,1234,a46b_15713483@gmail.com,ROLE_USER
145,15612350,Taylor,691,France,1,31,5,40915.55,1,1,0,3,1,5,1234,9d82_15612350@gmail.com,ROLE_USER
146,15800703,Madukwe,485,Spain,1,21,5,113157.22,1,1,1,2,0,4,1234,a61b_15800703@gmail.com,ROLE_USER
147,15705707,Bennelong,635,Spain,1,29,8,138296.94,2,1,0,3,0,5,1234,be94_15705707@gmail.com,ROLE_USER
148,15754105,Olisanugo,650,France,0,37,5,106967.18,1,0,0,1,0,6,1234,b682_15754105@gmail.com,ROLE_USER
149,15703264,Chukwufumnanya,735,France,0,44,9,120681.63,1,1,0,2,0,6,1234,99e8_15703264@gmail.com,ROLE_USER
150,15794413,Harris,416,France,0,32,0,0.0,2,0,1,1,0,5,1234,a6fb_15794413@gmail.com,ROLE_USER
151,15650237,Morgan,754,Spain,1,32,7,0.0,2,1,0,2,0,5,1234,aa40_15650237@gmail.com,ROLE_USER
152,15759618,Alexeeva,535,France,1,48,9,0.0,1,1,0,4,1,6,1234,8a6c_15759618@gmail.com,ROLE_USER
153,15811589,Metcalfe,716,Spain,0,42,8,0.0,2,1,0,4,0,6,1234,bbf4_15811589@gmail.com,ROLE_USER
154,15689044,Humphries,539,France,0,37,2,127609.59,1,1,0,2,0,6,1234,a6fb_15689044@gmail.com,ROLE_USER
155,15709368,Milne,614,France,1,43,6,0.0,2,1,1,3,0,6,1234,af29_15709368@gmail.com,ROLE_USER
156,15679145,Chou,706,Spain,0,57,7,0.0,1,1,0,1,1,6,1234,8bad_15679145@gmail.com,ROLE_USER
157,15655007,Li,758,France,1,33,7,0.0,2,0,0,2,0,5,1234,813a_15655007@gmail.com,ROLE_USER
158,15623595,Clayton,586,Spain,1,28,2,0.0,2,1,1,2,0,5,1234,b0eb_15623595@gmail.com,ROLE_USER
159,15589975,Maclean,646,France,1,73,6,97259.25,1,0,1,3,0,7,1234,8d73_15589975@gmail.com,ROLE_USER
160,15804017,Chigolum,631,Germany,1,33,4,123246.7,1,0,0,3,0,5,1234,a3d4_15804017@gmail.com,ROLE_USER
161,15692132,Wilkinson,717,Spain,1,22,6,101060.25,1,0,1,2,0,4,1234,8581_15692132@gmail.com,ROLE_USER
162,15641122,Wei,684,France,0,30,2,0.0,2,1,0,2,0,5,1234,8827_15641122@gmail.com,ROLE_USER
163,15630910,Treacy,800,France,1,49,7,108007.36,1,0,0,1,0,6,1234,92d9_15630910@gmail.com,ROLE_USER
164,15680772,Hu,721,Spain,1,36,2,0.0,2,1,1,3,0,6,1234,aa08_15680772@gmail.com,ROLE_USER
165,15658929,Taverner,683,Spain,0,29,0,133702.89,1,1,0,2,1,5,1234,9d06_15658929@gmail.com,ROLE_USER
166,15585388,Sherman,660,Germany,0,31,9,125189.75,2,1,1,3,0,5,1234,999e_15585388@gmail.com,ROLE_USER
167,15724623,Taubman,704,Germany,1,24,7,113034.22,1,1,0,4,1,4,1234,9246_15724623@gmail.com,ROLE_USER
168,15588537,Robinson,615,Spain,1,41,9,109013.23,1,1,0,4,0,6,1234,a449_15588537@gmail.com,ROLE_USER
169,15574692,Pinto,667,Spain,1,39,2,0.0,2,1,0,1,1,6,1234,9983_15574692@gmail.com,ROLE_USER
170,15611325,Wood,682,Germany,0,24,9,57929.81,2,0,0,2,0,4,1234,99bf_15611325@gmail.com,ROLE_USER
171,15587562,Hawkins,484,France,1,29,4,130114.39,1,1,0,4,0,5,1234,b083_15587562@gmail.com,ROLE_USER
172,15613172,Sun,628,Germany,0,27,5,95826.49,2,1,0,4,0,5,1234,b115_15613172@gmail.com,ROLE_USER
173,15651022,Yost,480,Germany,0,44,10,129608.57,1,1,0,1,1,6,1234,8b2f_15651022@gmail.com,ROLE_USER
174,15586310,Ting,578,France,0,30,4,169462.09,1,1,0,3,0,5,1234,820d_15586310@gmail.com,ROLE_USER
175,15625524,Rowe,512,France,0,40,5,0.0,2,1,1,3,0,6,1234,8943_15625524@gmail.com,ROLE_USER
176,15755209,Fu,484,Spain,1,35,7,133868.21,1,1,1,1,0,5,1234,b4f0_15755209@gmail.com,ROLE_USER
177,15645248,Ho,510,France,1,30,0,0.0,2,1,1,3,0,5,1234,a8d9_15645248@gmail.com,ROLE_USER
178,15790355,Okechukwu,606,Germany,0,36,5,190479.48,2,0,0,4,0,6,1234,adbf_15790355@gmail.com,ROLE_USER
179,15762615,Campbell,597,Spain,1,40,8,101993.12,1,0,1,2,0,6,1234,878d_15762615@gmail.com,ROLE_USER
180,15625426,Ashbolt,754,Germany,1,55,3,161608.81,1,1,0,1,1,6,1234,a8df_15625426@gmail.com,ROLE_USER
181,15716334,Rozier,850,Spain,1,45,2,122311.21,1,1,1,1,0,6,1234,8e88_15716334@gmail.com,ROLE_USER
182,15789669,Hsia,510,France,0,65,2,0.0,2,1,1,1,0,7,1234,be0b_15789669@gmail.com,ROLE_USER
183,15621075,Ogbonnaya,778,Germany,1,45,1,162150.42,2,1,0,4,0,6,1234,bdd4_15621075@gmail.com,ROLE_USER
184,15810845,T'ang,636,France,0,42,2,0.0,2,1,1,2,0,6,1234,8252_15810845@gmail.com,ROLE_USER
185,15719377,Cocci,804,France,1,50,4,0.0,1,1,1,1,1,6,1234,8781_15719377@gmail.com,ROLE_USER
186,15654506,Chang,514,France,0,32,8,0.0,2,1,0,2,0,5,1234,b6b7_15654506@gmail.com,ROLE_USER
187,15771977,T'ao,730,France,1,39,1,99010.67,1,1,0,4,0,6,1234,8bb5_15771977@gmail.com,ROLE_USER
188,15708710,Ford,525,Spain,1,37,0,0.0,1,0,1,3,0,6,1234,94c9_15708710@gmail.com,ROLE_USER
189,15726676,Marshall,616,Spain,0,30,5,0.0,2,0,1,4,0,5,1234,9f9a_15726676@gmail.com,ROLE_USER
190,15587421,Tsai,687,Germany,1,34,7,111388.18,2,1,0,3,0,5,1234,9b31_15587421@gmail.com,ROLE_USER
191,15726931,Onwumelu,715,France,1,41,8,56214.85,2,0,0,2,1,6,1234,96a7_15726931@gmail.com,ROLE_USER
192,15771086,Graham,512,France,1,36,3,84327.77,2,1,0,1,0,6,1234,831c_15771086@gmail.com,ROLE_USER
193,15756850,Golovanov,479,France,0,40,1,0.0,2,0,0,3,0,6,1234,9819_15756850@gmail.com,ROLE_USER
194,15702741,Potts,601,France,0,32,8,93012.89,1,1,0,2,0,5,1234,99df_15702741@gmail.com,ROLE_USER
195,15679200,Crawford,580,Spain,0,29,9,61710.44,2,1,0,3,0,5,1234,a901_15679200@gmail.com,ROLE_USER
196,15594815,Aleshire,807,France,0,35,3,174790.15,1,1,1,1,0,5,1234,8b78_15594815@gmail.com,ROLE_USER
197,15635905,Moran,616,Spain,1,32,6,0.0,2,1,1,1,0,5,1234,81e2_15635905@gmail.com,ROLE_USER
198,15777892,Samsonova,721,Germany,0,37,3,107720.64,1,1,1,4,0,6,1234,830a_15777892@gmail.com,ROLE_USER
199,15656176,Jenkins,501,France,0,57,10,0.0,2,1,1,1,0,6,1234,a3a4_15656176@gmail.com,ROLE_USER
200,15811127,Volkov,521,France,0,35,6,96423.84,1,1,0,1,0,5,1234,9776_15811127@gmail.com,ROLE_USER
201,15604482,Chiemezie,850,Spain,0,30,2,141040.01,1,1,1,1,0,5,1234,9241_15604482@gmail.com,ROLE_USER
202,15622911,Jude,759,France,0,42,4,105420.18,1,0,1,3,0,6,1234,a441_15622911@gmail.com,ROLE_USER
203,15600974,He,516,Spain,0,50,5,0.0,1,0,1,3,1,6,1234,a303_15600974@gmail.com,ROLE_USER
204,15727868,Onuora,711,France,1,38,2,129022.06,2,1,1,1,1,6,1234,b584_15727868@gmail.com,ROLE_USER
205,15627801,Ginikanwa,512,Spain,0,33,3,176666.62,1,1,0,2,0,5,1234,af0b_15627801@gmail.com,ROLE_USER
206,15773039,Ku,550,France,0,37,3,0.0,1,1,1,4,0,6,1234,975f_15773039@gmail.com,ROLE_USER
207,15755262,McDonald,608,Spain,1,41,3,89763.84,1,0,0,4,1,6,1234,9ec2_15755262@gmail.com,ROLE_USER
208,15679531,Collins,618,France,0,34,5,134954.53,1,1,1,4,0,5,1234,b801_15679531@gmail.com,ROLE_USER
209,15684181,Hackett,643,France,0,45,5,0.0,1,1,0,3,1,6,1234,8888_15684181@gmail.com,ROLE_USER
210,15612087,Dike,671,France,0,45,2,106376.85,1,0,1,4,0,6,1234,86b1_15612087@gmail.com,ROLE_USER
211,15752047,Trevisano,689,Germany,0,33,2,161814.64,2,1,0,4,0,5,1234,b3c8_15752047@gmail.com,ROLE_USER
212,15624592,Tan,603,France,0,31,8,0.0,2,1,1,4,0,5,1234,8f85_15624592@gmail.com,ROLE_USER
213,15573152,Glassman,620,France,1,41,9,0.0,2,0,0,2,0,6,1234,a996_15573152@gmail.com,ROLE_USER
214,15594917,Miller,676,France,1,34,1,63095.01,1,1,1,1,0,5,1234,9111_15594917@gmail.com,ROLE_USER
215,15785542,Kornilova,572,Germany,0,26,4,118287.01,2,0,0,2,0,5,1234,b51a_15785542@gmail.com,ROLE_USER
216,15723488,Watson,668,Germany,0,47,7,106854.21,1,0,1,4,1,6,1234,8b91_15723488@gmail.com,ROLE_USER
